emoji,name,slug,group,emoji_version,unicode_version,skin_tone_support,fuzzy_search
🧑‍🦰,person red hair,person_red_hair,People & Body,12.1,12.1,True,person red hair person_red_hair People & Body
👩‍🦱,woman curly hair,woman_curly_hair,People & Body,11.0,11.0,True,woman curly hair woman_curly_hair People & Body
🧑‍🦱,person curly hair,person_curly_hair,People & Body,12.1,12.1,True,person curly hair person_curly_hair People & Body
👩‍🦳,woman white hair,woman_white_hair,People & Body,11.0,11.0,True,woman white hair woman_white_hair People & Body
🧑‍🦳,person white hair,person_white_hair,People & Body,12.1,12.1,True,person white hair person_white_hair People & Body
👩‍🦲,woman bald,woman_bald,People & Body,11.0,11.0,True,woman bald woman_bald People & Body
🧑‍🦲,person bald,person_bald,People & Body,12.1,12.1,True,person bald person_bald People & Body
👱‍♀️,woman blond hair,woman_blond_hair,People & Body,4.0,4.0,True,woman blond hair woman_blond_hair People & Body
👱‍♂️,man blond hair,man_blond_hair,People & Body,4.0,4.0,True,man blond hair man_blond_hair People & Body
🧓,older person,older_person,People & Body,5.0,5.0,True,older person older_person People & Body
👴,old man,old_man,People & Body,0.6,0.6,True,old man old_man People & Body
👵,old woman,old_woman,People & Body,0.6,0.6,True,old woman old_woman People & Body
🙍,person frowning,person_frowning,People & Body,0.6,0.6,True,person frowning person_frowning People & Body
🙍‍♂️,man frowning,man_frowning,People & Body,4.0,4.0,True,man frowning man_frowning People & Body
🙍‍♀️,woman frowning,woman_frowning,People & Body,4.0,4.0,True,woman frowning woman_frowning People & Body
🙎,person pouting,person_pouting,People & Body,0.6,0.6,True,person pouting person_pouting People & Body
🙎‍♂️,man pouting,man_pouting,People & Body,4.0,4.0,True,man pouting man_pouting People & Body
🙎‍♀️,woman pouting,woman_pouting,People & Body,4.0,4.0,True,woman pouting woman_pouting People & Body
🙅,person gesturing NO,person_gesturing_no,People & Body,0.6,0.6,True,person gesturing NO person_gesturing_no People & Body
🙅‍♂️,man gesturing NO,man_gesturing_no,People & Body,4.0,4.0,True,man gesturing NO man_gesturing_no People & Body
🙅‍♀️,woman gesturing NO,woman_gesturing_no,People & Body,4.0,4.0,True,woman gesturing NO woman_gesturing_no People & Body
🙆,person gesturing OK,person_gesturing_ok,People & Body,0.6,0.6,True,person gesturing OK person_gesturing_ok People & Body
🙆‍♂️,man gesturing OK,man_gesturing_ok,People & Body,4.0,4.0,True,man gesturing OK man_gesturing_ok People & Body
🙆‍♀️,woman gesturing OK,woman_gesturing_ok,People & Body,4.0,4.0,True,woman gesturing OK woman_gesturing_ok People & Body
💁,person tipping hand,person_tipping_hand,People & Body,0.6,0.6,True,person tipping hand person_tipping_hand People & Body
💁‍♂️,man tipping hand,man_tipping_hand,People & Body,4.0,4.0,True,man tipping hand man_tipping_hand People & Body
💁‍♀️,woman tipping hand,woman_tipping_hand,People & Body,4.0,4.0,True,woman tipping hand woman_tipping_hand People & Body
🙋,person raising hand,person_raising_hand,People & Body,0.6,0.6,True,person raising hand person_raising_hand People & Body
🙋‍♂️,man raising hand,man_raising_hand,People & Body,4.0,4.0,True,man raising hand man_raising_hand People & Body
🙋‍♀️,woman raising hand,woman_raising_hand,People & Body,4.0,4.0,True,woman raising hand woman_raising_hand People & Body
🧏,deaf person,deaf_person,People & Body,12.0,12.0,True,deaf person deaf_person People & Body
🧏‍♂️,deaf man,deaf_man,People & Body,12.0,12.0,True,deaf man deaf_man People & Body
🧏‍♀️,deaf woman,deaf_woman,People & Body,12.0,12.0,True,deaf woman deaf_woman People & Body
🙇,person bowing,person_bowing,People & Body,0.6,0.6,True,person bowing person_bowing People & Body
🙇‍♂️,man bowing,man_bowing,People & Body,4.0,4.0,True,man bowing man_bowing People & Body
🙇‍♀️,woman bowing,woman_bowing,People & Body,4.0,4.0,True,woman bowing woman_bowing People & Body
🤦,person facepalming,person_facepalming,People & Body,3.0,3.0,True,person facepalming person_facepalming People & Body
🤦‍♂️,man facepalming,man_facepalming,People & Body,4.0,4.0,True,man facepalming man_facepalming People & Body
🤦‍♀️,woman facepalming,woman_facepalming,People & Body,4.0,4.0,True,woman facepalming woman_facepalming People & Body
🤷,person shrugging,person_shrugging,People & Body,3.0,3.0,True,person shrugging person_shrugging People & Body
🤷‍♂️,man shrugging,man_shrugging,People & Body,4.0,4.0,True,man shrugging man_shrugging People & Body
🤷‍♀️,woman shrugging,woman_shrugging,People & Body,4.0,4.0,True,woman shrugging woman_shrugging People & Body
🧑‍⚕️,health worker,health_worker,People & Body,12.1,12.1,True,health worker health_worker People & Body
👨‍⚕️,man health worker,man_health_worker,People & Body,4.0,4.0,True,man health worker man_health_worker People & Body
👩‍⚕️,woman health worker,woman_health_worker,People & Body,4.0,4.0,True,woman health worker woman_health_worker People & Body
🧑‍🎓,student,student,People & Body,12.1,12.1,True,student student People & Body
👨‍🎓,man student,man_student,People & Body,4.0,4.0,True,man student man_student People & Body
👩‍🎓,woman student,woman_student,People & Body,4.0,4.0,True,woman student woman_student People & Body
🧑‍🏫,teacher,teacher,People & Body,12.1,12.1,True,teacher teacher People & Body
👨‍🏫,man teacher,man_teacher,People & Body,4.0,4.0,True,man teacher man_teacher People & Body
👩‍🏫,woman teacher,woman_teacher,People & Body,4.0,4.0,True,woman teacher woman_teacher People & Body
🧑‍⚖️,judge,judge,People & Body,12.1,12.1,True,judge judge People & Body
👨‍⚖️,man judge,man_judge,People & Body,4.0,4.0,True,man judge man_judge People & Body
👩‍⚖️,woman judge,woman_judge,People & Body,4.0,4.0,True,woman judge woman_judge People & Body
🧑‍🌾,farmer,farmer,People & Body,12.1,12.1,True,farmer farmer People & Body
👨‍🌾,man farmer,man_farmer,People & Body,4.0,4.0,True,man farmer man_farmer People & Body
👩‍🌾,woman farmer,woman_farmer,People & Body,4.0,4.0,True,woman farmer woman_farmer People & Body
🧑‍🍳,cook,cook,People & Body,12.1,12.1,True,cook cook People & Body
👨‍🍳,man cook,man_cook,People & Body,4.0,4.0,True,man cook man_cook People & Body
👩‍🍳,woman cook,woman_cook,People & Body,4.0,4.0,True,woman cook woman_cook People & Body
🧑‍🔧,mechanic,mechanic,People & Body,12.1,12.1,True,mechanic mechanic People & Body
👨‍🔧,man mechanic,man_mechanic,People & Body,4.0,4.0,True,man mechanic man_mechanic People & Body
👩‍🔧,woman mechanic,woman_mechanic,People & Body,4.0,4.0,True,woman mechanic woman_mechanic People & Body
🧑‍🏭,factory worker,factory_worker,People & Body,12.1,12.1,True,factory worker factory_worker People & Body
👨‍🏭,man factory worker,man_factory_worker,People & Body,4.0,4.0,True,man factory worker man_factory_worker People & Body
👩‍🏭,woman factory worker,woman_factory_worker,People & Body,4.0,4.0,True,woman factory worker woman_factory_worker People & Body
🧑‍💼,office worker,office_worker,People & Body,12.1,12.1,True,office worker office_worker People & Body
👨‍💼,man office worker,man_office_worker,People & Body,4.0,4.0,True,man office worker man_office_worker People & Body
👩‍💼,woman office worker,woman_office_worker,People & Body,4.0,4.0,True,woman office worker woman_office_worker People & Body
🧑‍🔬,scientist,scientist,People & Body,12.1,12.1,True,scientist scientist People & Body
👨‍🔬,man scientist,man_scientist,People & Body,4.0,4.0,True,man scientist man_scientist People & Body
👩‍🔬,woman scientist,woman_scientist,People & Body,4.0,4.0,True,woman scientist woman_scientist People & Body
🧑‍💻,technologist,technologist,People & Body,12.1,12.1,True,technologist technologist People & Body
👨‍💻,man technologist,man_technologist,People & Body,4.0,4.0,True,man technologist man_technologist People & Body
👩‍💻,woman technologist,woman_technologist,People & Body,4.0,4.0,True,woman technologist woman_technologist People & Body
🧑‍🎤,singer,singer,People & Body,12.1,12.1,True,singer singer People & Body
👨‍🎤,man singer,man_singer,People & Body,4.0,4.0,True,man singer man_singer People & Body
👩‍🎤,woman singer,woman_singer,People & Body,4.0,4.0,True,woman singer woman_singer People & Body
🧑‍🎨,artist,artist,People & Body,12.1,12.1,True,artist artist People & Body
👨‍🎨,man artist,man_artist,People & Body,4.0,4.0,True,man artist man_artist People & Body
👩‍🎨,woman artist,woman_artist,People & Body,4.0,4.0,True,woman artist woman_artist People & Body
🧑‍✈️,pilot,pilot,People & Body,12.1,12.1,True,pilot pilot People & Body
👨‍✈️,man pilot,man_pilot,People & Body,4.0,4.0,True,man pilot man_pilot People & Body
👩‍✈️,woman pilot,woman_pilot,People & Body,4.0,4.0,True,woman pilot woman_pilot People & Body
🧑‍🚀,astronaut,astronaut,People & Body,12.1,12.1,True,astronaut astronaut People & Body
👨‍🚀,man astronaut,man_astronaut,People & Body,4.0,4.0,True,man astronaut man_astronaut People & Body
👩‍🚀,woman astronaut,woman_astronaut,People & Body,4.0,4.0,True,woman astronaut woman_astronaut People & Body
🧑‍🚒,firefighter,firefighter,People & Body,12.1,12.1,True,firefighter firefighter People & Body
👨‍🚒,man firefighter,man_firefighter,People & Body,4.0,4.0,True,man firefighter man_firefighter People & Body
👩‍🚒,woman firefighter,woman_firefighter,People & Body,4.0,4.0,True,woman firefighter woman_firefighter People & Body
👮,police officer,police_officer,People & Body,0.6,0.6,True,police officer police_officer People & Body
👮‍♂️,man police officer,man_police_officer,People & Body,4.0,4.0,True,man police officer man_police_officer People & Body
👮‍♀️,woman police officer,woman_police_officer,People & Body,4.0,4.0,True,woman police officer woman_police_officer People & Body
🕵️,detective,detective,People & Body,0.7,0.7,True,detective detective People & Body
🕵️‍♂️,man detective,man_detective,People & Body,4.0,4.0,True,man detective man_detective People & Body
🕵️‍♀️,woman detective,woman_detective,People & Body,4.0,4.0,True,woman detective woman_detective People & Body
💂,guard,guard,People & Body,0.6,0.6,True,guard guard People & Body
💂‍♂️,man guard,man_guard,People & Body,4.0,4.0,True,man guard man_guard People & Body
💂‍♀️,woman guard,woman_guard,People & Body,4.0,4.0,True,woman guard woman_guard People & Body
🥷,ninja,ninja,People & Body,13.0,13.0,True,ninja ninja People & Body
👷,construction worker,construction_worker,People & Body,0.6,0.6,True,construction worker construction_worker People & Body
👷‍♂️,man construction worker,man_construction_worker,People & Body,4.0,4.0,True,man construction worker man_construction_worker People & Body
👷‍♀️,woman construction worker,woman_construction_worker,People & Body,4.0,4.0,True,woman construction worker woman_construction_worker People & Body
🫅,person with crown,person_with_crown,People & Body,14.0,14.0,True,person with crown person_with_crown People & Body
🤴,prince,prince,People & Body,3.0,3.0,True,prince prince People & Body
👸,princess,princess,People & Body,0.6,0.6,True,princess princess People & Body
👳,person wearing turban,person_wearing_turban,People & Body,0.6,0.6,True,person wearing turban person_wearing_turban People & Body
👳‍♂️,man wearing turban,man_wearing_turban,People & Body,4.0,4.0,True,man wearing turban man_wearing_turban People & Body
👳‍♀️,woman wearing turban,woman_wearing_turban,People & Body,4.0,4.0,True,woman wearing turban woman_wearing_turban People & Body
👲,person with skullcap,person_with_skullcap,People & Body,0.6,0.6,True,person with skullcap person_with_skullcap People & Body
🧕,woman with headscarf,woman_with_headscarf,People & Body,5.0,5.0,True,woman with headscarf woman_with_headscarf People & Body
🤵,person in tuxedo,person_in_tuxedo,People & Body,3.0,3.0,True,person in tuxedo person_in_tuxedo People & Body
🤵‍♂️,man in tuxedo,man_in_tuxedo,People & Body,13.0,13.0,True,man in tuxedo man_in_tuxedo People & Body
🤵‍♀️,woman in tuxedo,woman_in_tuxedo,People & Body,13.0,13.0,True,woman in tuxedo woman_in_tuxedo People & Body
👰,person with veil,person_with_veil,People & Body,0.6,0.6,True,person with veil person_with_veil People & Body
👰‍♂️,man with veil,man_with_veil,People & Body,13.0,13.0,True,man with veil man_with_veil People & Body
👰‍♀️,woman with veil,woman_with_veil,People & Body,13.0,13.0,True,woman with veil woman_with_veil People & Body
🤰,pregnant woman,pregnant_woman,People & Body,3.0,3.0,True,pregnant woman pregnant_woman People & Body
🫃,pregnant man,pregnant_man,People & Body,14.0,14.0,True,pregnant man pregnant_man People & Body
🫄,pregnant person,pregnant_person,People & Body,14.0,14.0,True,pregnant person pregnant_person People & Body
🤱,breast-feeding,breast_feeding,People & Body,5.0,5.0,True,breast feeding breast_feeding People & Body
👩‍🍼,woman feeding baby,woman_feeding_baby,People & Body,13.0,13.0,True,woman feeding baby woman_feeding_baby People & Body
👨‍🍼,man feeding baby,man_feeding_baby,People & Body,13.0,13.0,True,man feeding baby man_feeding_baby People & Body
🧑‍🍼,person feeding baby,person_feeding_baby,People & Body,13.0,13.0,True,person feeding baby person_feeding_baby People & Body
👼,baby angel,baby_angel,People & Body,0.6,0.6,True,baby angel baby_angel People & Body
🎅,Santa Claus,santa_claus,People & Body,0.6,0.6,True,Santa Claus santa_claus People & Body
🤶,Mrs. Claus,mrs_claus,People & Body,3.0,3.0,True,Mrs. Claus mrs_claus People & Body
🧑‍🎄,Mx Claus,mx_claus,People & Body,13.0,13.0,True,Mx Claus mx_claus People & Body
🦸,superhero,superhero,People & Body,11.0,11.0,True,superhero superhero People & Body
🦸‍♂️,man superhero,man_superhero,People & Body,11.0,11.0,True,man superhero man_superhero People & Body
🦸‍♀️,woman superhero,woman_superhero,People & Body,11.0,11.0,True,woman superhero woman_superhero People & Body
🦹,supervillain,supervillain,People & Body,11.0,11.0,True,supervillain supervillain People & Body
🦹‍♂️,man supervillain,man_supervillain,People & Body,11.0,11.0,True,man supervillain man_supervillain People & Body
🦹‍♀️,woman supervillain,woman_supervillain,People & Body,11.0,11.0,True,woman supervillain woman_supervillain People & Body
🧙,mage,mage,People & Body,5.0,5.0,True,mage mage People & Body
🧙‍♂️,man mage,man_mage,People & Body,5.0,5.0,True,man mage man_mage People & Body
🧙‍♀️,woman mage,woman_mage,People & Body,5.0,5.0,True,woman mage woman_mage People & Body
🧚,fairy,fairy,People & Body,5.0,5.0,True,fairy fairy People & Body
🧚‍♂️,man fairy,man_fairy,People & Body,5.0,5.0,True,man fairy man_fairy People & Body
🧚‍♀️,woman fairy,woman_fairy,People & Body,5.0,5.0,True,woman fairy woman_fairy People & Body
🧛,vampire,vampire,People & Body,5.0,5.0,True,vampire vampire People & Body
🧛‍♂️,man vampire,man_vampire,People & Body,5.0,5.0,True,man vampire man_vampire People & Body
🧛‍♀️,woman vampire,woman_vampire,People & Body,5.0,5.0,True,woman vampire woman_vampire People & Body
🧜,merperson,merperson,People & Body,5.0,5.0,True,merperson merperson People & Body
🧜‍♂️,merman,merman,People & Body,5.0,5.0,True,merman merman People & Body
🧜‍♀️,mermaid,mermaid,People & Body,5.0,5.0,True,mermaid mermaid People & Body
🧝,elf,elf,People & Body,5.0,5.0,True,elf elf People & Body
🧝‍♂️,man elf,man_elf,People & Body,5.0,5.0,True,man elf man_elf People & Body
🧝‍♀️,woman elf,woman_elf,People & Body,5.0,5.0,True,woman elf woman_elf People & Body
